,index,ia_timeout,start_time,date,hour,weekday,daytype,origin_id,destination_id,driving_distance,euclidean_distance,duration,end_time,req_id,soc_delta,welltotank_kwh,tanktowheel_kwh,soc_delta_kwh,welltotank_emissions,tanktowheel_emissions,co2_emissions,n_vehicles_charging_system,n_vehicles_charging_users,n_vehicles_available,n_vehicles_booked,n_vehicles_dead
20,3,7.137355,2023-01-01 05:00:10.375335+00:00,2023-01-01,5,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 05:50:10.375335+00:00,20,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
21,1,3.252806,2023-01-01 05:00:13.628141+00:00,2023-01-01,5,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 05:50:13.628141+00:00,21,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
22,2,0.81064,2023-01-01 05:00:14.438781+00:00,2023-01-01,5,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 05:50:14.438781+00:00,22,,,,,,,,0,0,2,2,0
23,0,23.013247,2023-01-01 05:00:37.452028+00:00,2023-01-01,5,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 05:50:37.452028+00:00,23,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
24,0,27.856169,2023-01-01 06:01:05.308197+00:00,2023-01-01,6,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 06:51:05.308197+00:00,24,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
25,1,20.023751,2023-01-01 06:01:25.331948+00:00,2023-01-01,6,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 06:51:25.331948+00:00,25,,,,,,,,0,0,3,1,0
26,3,0.616095,2023-01-01 06:01:25.948043+00:00,2023-01-01,6,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 06:51:25.948043+00:00,26,,,,,,,,0,0,3,1,0
27,2,10.962523,2023-01-01 06:01:36.910566+00:00,2023-01-01,6,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 06:51:36.910566+00:00,27,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
28,2,4.475036,2023-01-01 07:00:41.385602+00:00,2023-01-01,7,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 07:50:41.385602+00:00,28,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
29,0,18.792473,2023-01-01 07:01:00.178075+00:00,2023-01-01,7,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 07:51:00.178075+00:00,29,,,,,,,,0,0,3,1,0
30,1,8.160999,2023-01-01 07:01:08.339074+00:00,2023-01-01,7,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 07:51:08.339074+00:00,30,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
31,3,11.526137,2023-01-01 07:01:19.865211+00:00,2023-01-01,7,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 07:51:19.865211+00:00,31,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
32,0,5.277961,2023-01-01 08:00:25.143172+00:00,2023-01-01,8,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 08:50:25.143172+00:00,32,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
33,2,38.55945,2023-01-01 08:01:03.702622+00:00,2023-01-01,8,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 08:51:03.702622+00:00,33,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
34,3,6.331196,2023-01-01 08:01:10.033818+00:00,2023-01-01,8,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 08:51:10.033818+00:00,34,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
35,1,2.905476,2023-01-01 08:01:12.939294+00:00,2023-01-01,8,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 08:51:12.939294+00:00,35,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
36,3,6.603347,2023-01-01 09:00:19.542641+00:00,2023-01-01,9,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 09:50:19.542641+00:00,36,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
37,0,35.545018,2023-01-01 09:00:55.087659+00:00,2023-01-01,9,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 09:50:55.087659+00:00,37,,,,,,,,0,0,3,1,0
38,2,10.870327,2023-01-01 09:01:05.957986+00:00,2023-01-01,9,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 09:51:05.957986+00:00,38,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
39,1,2.857373,2023-01-01 09:01:08.815359+00:00,2023-01-01,9,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 09:51:08.815359+00:00,39,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
40,1,7.429437,2023-01-01 10:00:16.244796+00:00,2023-01-01,10,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 10:50:16.244796+00:00,40,,,,,,,,1,0,3,0,0
41,2,2.640896,2023-01-01 10:00:18.885692+00:00,2023-01-01,10,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 10:50:18.885692+00:00,41,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,3,0,0
42,0,20.000353,2023-01-01 10:00:38.886045+00:00,2023-01-01,10,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 10:50:38.886045+00:00,42,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,2,1,0
43,3,29.002072,2023-01-01 10:01:07.888117+00:00,2023-01-01,10,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 10:51:07.888117+00:00,43,,,,,,,,1,0,1,2,0
44,3,8.809139,2023-01-01 11:00:16.697256+00:00,2023-01-01,11,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 11:50:16.697256+00:00,44,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
45,2,1.880705,2023-01-01 11:00:18.577961+00:00,2023-01-01,11,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 11:50:18.577961+00:00,45,,,,,,,,0,0,3,1,0
46,0,6.332205,2023-01-01 11:00:24.910166+00:00,2023-01-01,11,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 11:50:24.910166+00:00,46,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
47,1,36.909912,2023-01-01 11:01:01.820078+00:00,2023-01-01,11,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 11:51:01.820078+00:00,47,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
48,1,19.137931,2023-01-01 12:00:20.958009+00:00,2023-01-01,12,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 12:50:20.958009+00:00,48,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
49,0,0.58592,2023-01-01 12:00:21.543929+00:00,2023-01-01,12,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 12:50:21.543929+00:00,49,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
50,3,0.804936,2023-01-01 12:00:22.348865+00:00,2023-01-01,12,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 12:50:22.348865+00:00,50,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
51,2,5.372469,2023-01-01 12:00:27.721334+00:00,2023-01-01,12,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 12:50:27.721334+00:00,51,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
52,0,6.621795,2023-01-01 13:00:34.343129+00:00,2023-01-01,13,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 13:50:34.343129+00:00,52,,,,,,,,0,0,4,0,0
53,2,10.228931,2023-01-01 13:00:44.572060+00:00,2023-01-01,13,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 13:50:44.572060+00:00,53,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
54,1,31.229946,2023-01-01 13:01:15.802006+00:00,2023-01-01,13,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 13:51:15.802006+00:00,54,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
55,3,6.692808,2023-01-01 13:01:22.494814+00:00,2023-01-01,13,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 13:51:22.494814+00:00,55,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
56,0,1.93561,2023-01-01 14:00:24.430424+00:00,2023-01-01,14,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 14:50:24.430424+00:00,56,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,3,0,0
57,3,1.287527,2023-01-01 14:00:25.717951+00:00,2023-01-01,14,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 14:50:25.717951+00:00,57,,,,,,,,1,0,2,1,0
58,2,37.637627,2023-01-01 14:01:03.355578+00:00,2023-01-01,14,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 14:51:03.355578+00:00,58,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,1,0,2,1,0
59,1,10.506489,2023-01-01 14:01:13.862067+00:00,2023-01-01,14,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 14:51:13.862067+00:00,59,,,,,,,,1,0,1,2,0
60,0,19.227922,2023-01-01 15:00:33.089989+00:00,2023-01-01,15,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 15:50:33.089989+00:00,60,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
61,1,15.062798,2023-01-01 15:00:48.152787+00:00,2023-01-01,15,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 15:50:48.152787+00:00,61,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
62,2,1.75986,2023-01-01 15:00:49.912647+00:00,2023-01-01,15,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 15:50:49.912647+00:00,62,,,,,,,,0,0,2,2,0
63,3,5.117411,2023-01-01 15:00:55.030058+00:00,2023-01-01,15,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 15:50:55.030058+00:00,63,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
64,0,38.313478,2023-01-01 16:01:33.343536+00:00,2023-01-01,16,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 16:51:33.343536+00:00,64,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
65,2,6.176578,2023-01-01 16:01:39.520114+00:00,2023-01-01,16,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 16:51:39.520114+00:00,65,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
66,3,0.456419,2023-01-01 16:01:39.976533+00:00,2023-01-01,16,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 16:51:39.976533+00:00,66,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
67,1,11.436972,2023-01-01 16:01:51.413505+00:00,2023-01-01,16,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 16:51:51.413505+00:00,67,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
68,2,2.077051,2023-01-01 17:00:53.490556+00:00,2023-01-01,17,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 17:50:53.490556+00:00,68,,,,,,,,0,0,4,0,0
69,3,9.714269,2023-01-01 17:01:03.204825+00:00,2023-01-01,17,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 17:51:03.204825+00:00,69,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
70,0,18.333161,2023-01-01 17:01:21.537986+00:00,2023-01-01,17,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 17:51:21.537986+00:00,70,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
71,1,22.01383,2023-01-01 17:01:43.551816+00:00,2023-01-01,17,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 17:51:43.551816+00:00,71,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
72,1,3.858795,2023-01-01 18:00:47.410611+00:00,2023-01-01,18,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 18:50:47.410611+00:00,72,,,,,,,,0,0,4,0,0
73,2,26.60751,2023-01-01 18:01:14.018121+00:00,2023-01-01,18,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 18:51:14.018121+00:00,73,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
74,3,0.215997,2023-01-01 18:01:14.234118+00:00,2023-01-01,18,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 18:51:14.234118+00:00,74,,,,,,,,0,0,3,1,0
75,0,20.66226,2023-01-01 18:01:34.896378+00:00,2023-01-01,18,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 18:51:34.896378+00:00,75,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
76,3,18.653149,2023-01-01 19:00:53.549527+00:00,2023-01-01,19,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 19:50:53.549527+00:00,76,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
77,1,2.848107,2023-01-01 19:00:56.397634+00:00,2023-01-01,19,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 19:50:56.397634+00:00,77,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
78,0,24.617645,2023-01-01 19:01:21.015279+00:00,2023-01-01,19,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 19:51:21.015279+00:00,78,,,,,,,,0,0,2,2,0
79,2,9.834816,2023-01-01 19:01:30.850095+00:00,2023-01-01,19,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 19:51:30.850095+00:00,79,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
80,1,4.39576,2023-01-01 20:00:35.245855+00:00,2023-01-01,20,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 20:50:35.245855+00:00,80,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
81,0,29.12088,2023-01-01 20:01:04.366735+00:00,2023-01-01,20,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 20:51:04.366735+00:00,81,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
82,2,2.606461,2023-01-01 20:01:06.973196+00:00,2023-01-01,20,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 20:51:06.973196+00:00,82,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
83,3,2.816504,2023-01-01 20:01:09.789700+00:00,2023-01-01,20,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 20:51:09.789700+00:00,83,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,1,3,0
84,0,6.835846,2023-01-01 21:00:16.625546+00:00,2023-01-01,21,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 21:50:16.625546+00:00,84,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
85,3,4.911713,2023-01-01 21:00:21.537259+00:00,2023-01-01,21,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 21:50:21.537259+00:00,85,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
86,1,9.594201,2023-01-01 21:00:31.131460+00:00,2023-01-01,21,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 21:50:31.131460+00:00,86,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
87,2,20.324228,2023-01-01 21:00:51.455688+00:00,2023-01-01,21,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 21:50:51.455688+00:00,87,,,,,,,,0,0,1,3,0
88,0,16.785696,2023-01-01 22:01:08.241384+00:00,2023-01-01,22,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 22:51:08.241384+00:00,88,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
89,3,3.039726,2023-01-01 22:01:11.281110+00:00,2023-01-01,22,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 22:51:11.281110+00:00,89,,,,,,,,0,0,3,1,0
90,2,5.891707,2023-01-01 22:01:17.172817+00:00,2023-01-01,22,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 22:51:17.172817+00:00,90,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
91,1,16.531402,2023-01-01 22:01:33.704219+00:00,2023-01-01,22,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 22:51:33.704219+00:00,91,,,,,,,,0,0,2,2,0
92,3,8.792878,2023-01-01 23:00:42.497097+00:00,2023-01-01,23,6,generic_day,3,0,1000,714.2857142857143,3000,2023-01-01 23:50:42.497097+00:00,92,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
93,0,4.726606,2023-01-01 23:00:47.223703+00:00,2023-01-01,23,6,generic_day,0,1,1000,714.2857142857143,3000,2023-01-01 23:50:47.223703+00:00,93,,,,,,,,0,0,3,1,0
94,1,5.949004,2023-01-01 23:00:53.172707+00:00,2023-01-01,23,6,generic_day,1,2,1000,714.2857142857143,3000,2023-01-01 23:50:53.172707+00:00,94,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
95,2,3.387465,2023-01-01 23:00:56.560172+00:00,2023-01-01,23,6,generic_day,2,3,1000,714.2857142857143,3000,2023-01-01 23:50:56.560172+00:00,95,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,2,2,0
96,3,1.021463,2023-01-02 00:00:57.581635+00:00,2023-01-02,0,0,generic_day,3,0,1000,714.2857142857143,3000,2023-01-02 00:50:57.581635+00:00,96,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,4,0,0
97,1,30.057134,2023-01-02 00:01:27.638769+00:00,2023-01-02,0,0,generic_day,1,2,1000,714.2857142857143,3000,2023-01-02 00:51:27.638769+00:00,97,10.0,2.1031559999999994,8.763149999999998,10.866305999999998,536.3047799999998,2315.8226074937547,2852.1273874937547,0,0,3,1,0
